repo_name,CommitCount,DaysActive,AuthorCount,TimezoneCount,SponsoredAuthorCount,PercentageSponsoredAuthors,NumberPRs,NumberIssues,NumberPRComments,NumberIssueComments,PRCommentsPositive,PRCommentsNegative,IssueCommentsPositive,IssueCommentsNegative,PRCommentsNegativeRatio,IssueCommentsNegativeRatio,PRCommentsToxicityPercentage,IssueCommentsToxicityPercentage,BusFactorNumber,commitCentrality_Density,commitCentrality_Community Count,commitCentrality_TFN,commitCentrality_TFC,commitCentrality_NumberHighCentralityAuthors,commitCentrality_PercentageHighCentralityAuthors,AuthorActiveDays_mean,AuthorActiveDays_stdev,AuthorCommitCount_mean,AuthorCommitCount_stdev,commitCentrality_Centrality_mean,commitCentrality_Centrality_stdev,commitCentrality_Centrality_count,commitCentrality_Betweenness_mean,commitCentrality_Betweenness_count,commitCentrality_Closeness_mean,commitCentrality_Closeness_count,PRParticipantsCount_mean,PRParticipantsCount_stdev,IssueParticipantCount_mean,IssueParticipantCount_stdev,PRCommentsCount_mean,IssueCommentsCount_mean,PRDuration_mean,IssueDuration_mean,NumberReleases,ACCL,RPCPR,RPCIssue,FirstCommitDate,LastCommitDate,NumberActiveExperiencedDevs,SponsoredTFC,ExperiencedTFC
oracle-spatial-visualizer-demo,5,0,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,1,0,5,0,,,,,,,,,,,,,,,,,,,,2018-08-29,2018-08-29,,,
javazuki-sample-codes,10,209,2,1,1,0.5,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,105.5,147.78531726798843,5,5.656854249492381,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2017-04-25,2017-11-21,,,
encog-java-examples,732,3333,9,4,3,0.3333333333333333,4,,1,,1,0,,,0.0,,0,,,0.2777777777777778,3,8,66.39344262295081,1,0.1111111111111111,512.6666666666666,1106.0950456448127,81.33333333333333,169.75497047214847,0.2777777777777778,0.24825781849610387,9,0.07142857142857142,9,0.4906436156436157,9,1.5,0.5773502691896257,,,0.25,,1153.5,,1,0,0,,2008-07-14,2017-08-29,,,
java-ort-example-yolov5,11,238,4,1,3,0.75,3,8,0,25,0,0,15,4,0.0,0.125,0,0,0.5714285714285714,0.5,2,1,45.45454545454545,3,0.75,28.25,51.867619956963516,2.75,2.362907813126304,0.5,0.3333333333333333,4,0.0,4,0.5,4,1,0.0,2,0.5345224838248488,0,3.25,0,377,,246.62,0,0,2022-11-12,2023-07-08,0,45.45454545454545,0.0
javafx-examples,100,78,4,3,3,0.75,9,5,8,10,4,1,2,3,0.1111111111111111,0.2,0,0,0.7142857142857143,1.0,1,0,100.0,4,1.0,20.75,38.836194458262774,25,47.33568069296845,1.0,0.0,4,0.0,4,1.0,4,1.8888888888888888,0.927960727138337,1.8,0.4472135954999579,0.8888888888888888,2,448.77777777777777,484.2,,338.7,0,0,2020-10-21,2021-01-07,0,4.0,0.0
Java-code-samples,14,94,3,3,3,1.0,,,,,,,,,,,,,,0.3333333333333333,2,3,0.0,0,0.0,1,0.0,4.666666666666667,5.507570547286102,0.3333333333333333,0.28867513459481287,3,0.0,3,0.3333333333333333,3,,,,,,,,,,,,,2012-09-10,2012-12-14,,,
gitstafette-explorer,5,177,1,2,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,178,0,5,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2022-12-30,2023-06-25,,,
JavaTutorialProject,1,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,2016-10-12,2016-10-12,,,
alfresco-api-java-examples,17,1325,2,4,1,0.5,2,5,0,0,0,0,0,0,0.0,0.0,0,0,0.5,1.0,1,0,100.0,2,1.0,663.5,936.9164850721754,8.5,10.606601717798213,1.0,0.0,2,0.0,2,1.0,2,1.5,0.7071067811865476,1,0.0,0,0,1537.5,2394.6,,0.0,0,0,2012-10-01,2016-05-19,0,5.88235294117647,94.11764705882352
play-demo-twitbookplus,7,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,7,0,,,,,,,,,,,,,,,,,,,,2013-04-20,2013-04-20,,,
java-clean-architecture-example,132,284,1,1,0,0.0,4,,1,,0,0,,,0.0,,0,,,0,1,0,100.0,1,1.0,285,0,132,0,1,0,1,0.0,1,0.0,1,0.75,0.5,,,0.25,,125,,,0,0,,2020-07-25,2021-05-06,,,
HapiFhirClientDemo,8,1603,3,2,2,0.6666666666666666,2,,0,,0,0,,,0.0,,0,,,0.3333333333333333,2,3,0.0,0,0.0,34.333333333333336,57.735026918962575,2.6666666666666665,2.886751345948129,0.3333333333333333,0.28867513459481287,3,0.0,3,0.3333333333333333,3,0,0.0,,,0,,1903,,,0,0,,2016-01-04,2020-05-25,,,
HapiFhirServiceDemo,4,2,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,3,0,4,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2016-01-04,2016-01-06,,,
java-coding-practice,42,370,3,1,1,0.3333333333333333,21,,0,,0,0,,,0.0,,0,,,1.0,1,0,100.0,3,1.0,247.66666666666666,213.61959960016154,14,7.211102550927978,1.0,0.0,3,0.0,3,1.0,3,1.9523809523809523,0.21821789023599236,,,0,,1,,,0,0,,2022-10-01,2023-10-07,,,
JavaRepository,1664,187,20,3,0,0.0,1270,,21,,0,0,,,0.0,,0,,,0.9315789473684211,2,1,99.69951923076923,19,0.95,54.4,49.35307807816523,83.2,115.59302473947575,0.9315789473684211,0.12789866961567312,20,0.003801169590643275,20,0.9453246753246753,20,1.8913385826771654,0.4248067510484812,,,0.01653543307086614,,299.340157480315,,,0,0,,2015-04-30,2015-11-03,,,
JavaRepo,29,551,3,4,0,0.0,2,,0,,0,0,,,0.0,,0,,,0.6666666666666666,1,2,62.06896551724138,1,0.3333333333333333,186.66666666666666,316.4021702411874,9.666666666666666,7.371114795831994,0.6666666666666666,0.28867513459481287,3,0.3333333333333333,3,0.7777777777777778,3,1,0.0,,,0,,1367.5,,,0,0,,2016-05-20,2017-11-22,,,
JAVABasicTutorial,9,45,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,46,0,9,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2024-12-02,2025-01-17,,,
Java-Appium-Master,3,0,2,1,2,1.0,,,,,,,,,,,,,,,,,,,,1,0.0,1.5,0.7071067811865476,,,,,,,,,,,,,,,,,,,,2023-02-28,2023-02-28,,,
pit-example,8,1715,2,3,1,0.5,2,,0,,0,0,,,0.0,,0,,,1.0,1,0,100.0,2,1.0,858.5,1212.688129734929,4,0.0,1.0,0.0,2,0.0,2,1.0,2,1.5,0.7071067811865476,,,0,,1732,,,0,0,,2012-01-19,2016-09-30,,,
java-demo,143,2022,10,2,4,0.4,6,7,2,12,2,0,0,0,0.0,0.0,0,0,1.0,0.2222222222222222,3,10,0.0,0,0.0,394.4,564.9517580191152,14.3,14.92239182496485,0.2222222222222222,0.10475656017578482,10,0.03888888888888889,10,0.2970061728395062,10,0.8333333333333334,0.408248290463863,1.5714285714285714,0.7867957924694432,0.3333333333333333,1.7142857142857142,324.5,553.5714285714286,16,225.95833333333334,0,0,2020-07-21,2026-02-02,0,13.286713286713287,83.91608391608392
Core-Java---Madhura-Anturkar,2,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,2022-09-26,2022-09-26,,,
MyJavaTutorialProject,2,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,2022-12-25,2022-12-25,,,
hazelcast-test,2,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,2020-05-11,2020-05-11,,,
javaboy-code-samples,104,1465,1,1,0,0.0,43,7,14,6,0,0,3,0,0.0,0.0,0,0,0.9090909090909091,0,1,0,100.0,1,1.0,1466,0,104,0,1,0,1,0.0,1,0.0,1,0,0.0,1.7142857142857142,1.1126972805283737,0.32558139534883723,0.8571428571428571,1031.9767441860465,1249.5714285714287,,36.83333333333333,0,0,2019-05-10,2023-05-14,0,0.0,100.0
levelup-java-examples,592,955,2,4,0,0.0,37,1,22,2,2,0,1,1,0.0,0.0,0,0,0.6666666666666666,1.0,1,0,100.0,2,1.0,478.5,675.2869760331529,296,417.19300090006305,1.0,0.0,2,0.0,2,1.0,2,0.13513513513513514,0.4191368221424547,2,0,0.5945945945945946,2,822.6216216216217,180,,30.545454545454547,0,0,2013-09-12,2016-04-25,0,0.0,99.83108108108108
api,64,664,5,2,2,0.4,17,33,6,73,0,4,13,9,0.11764705882352941,0.030303030303030304,0,0,0.9782608695652174,0.4,2,4,57.8125,1,0.2,229.8,248.8768771903087,12.8,15.626899884494044,0.4,0.2850438562747845,5,0.06666666666666667,5,0.46499999999999997,5,2.411764705882353,1.1757350641945108,2.121212121212121,0.96038975673863,0.35294117647058826,2.212121212121212,34.529411764705884,163.4848484848485,,127.56621004566209,0,0,2023-01-09,2024-11-04,0,9.375,96.875
kafka-producer-consumer-java-example,4,16,2,2,0,0.0,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,9,11.313708498984761,2,0.0,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2017-09-25,2017-10-11,,,
tensorflow-java,20,739,1,2,0,0.0,,2,,5,,,5,0,,0.0,,0,,0,1,0,100.0,1,1.0,740,0,20,0,1,0,1,0.0,1,0.0,1,,,2,0.0,,2.5,,71.5,,,,0,2017-03-10,2019-03-19,,,
Nick_JavaSampleCode,1,0,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,2018-10-30,2018-10-30,,,
old_java_code,3,4,1,1,1,1.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,5,0,3,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2014-01-14,2014-01-19,,,
gs-rest-service-cors,128,1932,13,10,7,0.5384615384615384,,,,,,,,,,,,,,0.23076923076923078,3,12,39.0625,1,0.07692307692307693,222.30769230769232,403.7760073389256,9.846153846153847,17.487358071123616,0.23076923076923075,0.14090418235094584,13,0.06526806526806526,13,0.3724471647482561,13,,,,,,,,,,,,,2013-11-22,2019-03-08,,,
azure-cafe,282,2100,4,5,0,0.0,7,,3,,0,0,,,0.0,,0,,,0.5,2,2,97.16312056737588,2,0.5,945.5,889.1480941515499,70.5,125.7762563708535,0.5,0.19245008972987526,4,0.3333333333333333,4,0.625,4,0.8571428571428571,0.6900655593423543,,,0.42857142857142855,,108.14285714285714,,,0,0,,2019-06-04,2025-03-04,,,
sleuth-documentation-apps,6,21,1,1,1,1.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,22,0,6,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2016-02-26,2016-03-18,,,
the-legacy-app,17,283,3,2,1,0.3333333333333333,1,,2,,2,0,,,0.0,,0,,,1.0,1,0,100.0,3,1.0,95.33333333333333,163.39012618066408,5.666666666666667,8.082903768654761,1.0,0.0,3,0.0,3,1.0,3,2,0,,,2,,0,,,0,0,,2017-12-01,2018-09-10,,,
effective-java-examples,7,1718,2,2,0,0.0,3,1,0,4,0,0,3,0,0.0,0.0,0,0,1.0,0,2,2,0.0,0,0.0,294,411.5361466505707,3.5,2.1213203435596424,0.0,0.0,2,0.0,2,0.0,2,1,0.0,4,0,0,4,1746.6666666666667,867,,24.75,0,0,2011-02-25,2015-11-10,0,0.0,28.57142857142857
clean-architecture-example,125,44,3,2,0,0.0,4,10,4,16,0,1,10,2,0.0,0.1,0,0,0.8421052631578947,1.0,1,0,100.0,3,1.0,37,12.165525060596439,41.666666666666664,47.12041312778713,1.0,0.0,3,0.0,3,1.0,3,1.5,1.0,1.8,1.2292725943057183,1,1.6,285.5,945.1,,355.71875,0,0,2016-03-10,2016-04-23,0,0.0,0.0
RssDigesterWithCouchbase,9,0,2,1,2,1.0,,,,,,,,,,,,,,,,,,,,1,0.0,4.5,2.1213203435596424,,,,,,,,,,,,,,,,,,,,2012-04-07,2012-04-07,,,
appium-java-examples,23,1024,1,2,0,0.0,21,24,1,4,0,1,0,0,0.047619047619047616,0.0,0,0,0.5,0,1,0,100.0,1,1.0,1025,0,23,0,1,0,1,0.0,1,0.0,1,1,0.0,1,0.0,0.047619047619047616,0.16666666666666666,0,97.45833333333333,,36.0,0,0,2022-10-13,2025-08-03,0,0.0,100.0
SOLID,23,1,1,1,1,1.0,2,10,1,1,1,0,0,0,0.0,0.0,0,0,0.9166666666666666,0,1,0,100.0,1,1.0,2,0,23,0,1,0,1,0.0,1,0.0,1,1,0.0,1.1,0.31622776601683794,0.5,0.1,1378.5,2261.7,,99.0,0,0,2014-04-07,2014-04-08,0,100.0,0.0
sdacademy-examples,234,666,4,2,1,0.25,16,,6,,0,0,,,0.0,,0,,,1.0,1,0,100.0,4,1.0,173.25,329.223708137795,58.5,106.37825592353606,1.0,0.0,4,0.0,4,1.0,4,0.5,0.8944271909999159,,,0.375,,650.0625,,,0,0,,2018-04-27,2020-02-23,,,
JavaSampleCode,17,90,3,1,0,0.0,,,,,,,,,,,,,,1.0,1,0,100.0,3,1.0,31,51.96152422706632,5.666666666666667,7.234178138070235,1.0,0.0,3,0.0,3,1.0,3,,,,,,,,,,,,,2019-09-14,2019-12-14,,,
graphql-examples,5,1,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,2,0,5,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2019-03-25,2019-03-26,,,
deadbolt-2-java-examples,47,1217,5,3,2,0.4,3,5,0,8,0,0,1,1,0.0,0.0,0,0,1.0,0.4,2,5,0.0,0,0.0,205.4,398.21639845691936,9.4,9.964938534682489,0.4,0.13693063937629152,5,0.0,5,0.4,5,1.3333333333333333,0.5773502691896257,1.6,0.5477225575051661,0,1.6,0,323.8,,163.6875,0,0,2012-12-11,2016-04-12,0,12.76595744680851,36.17021276595745
core-java,132,1513,1,1,0,0.0,5,4,1,1,0,0,1,0,0.0,0.0,0,0,0.75,0,1,0,100.0,1,1.0,1514,0,132,0,1,0,1,0.0,1,0.0,1,0,0.0,1,0.0,0.2,0.25,1054.8,779.75,,263.0,0,0,2020-03-26,2024-05-17,0,0.0,100.0
cap-java-bookstore-app,5,13,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,14,0,5,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2023-03-01,2023-03-15,,,
Java_Tutorials-Projects,6,16,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,17,0,6,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2022-09-17,2022-10-03,,,
javaapp,33,1841,5,2,1,0.2,,,,,,,,,,,,,,0.2,3,5,0.0,0,0.0,84.6,156.54009071161292,6.6,5.9833101206606365,0.2,0.11180339887498948,5,0.0,5,0.2,5,,,,,,,,,,,,,2019-07-03,2024-07-18,,,
JavaExamplesInterviewQuestions,22,0,2,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0.0,11,5.656854249492381,,,,,,,,,,,,,,,,,,,,2020-05-02,2020-05-02,,,
Javacode,4,907,2,1,1,0.5,7,2,1,1,0,0,1,0,0.0,0.0,0,0,1.0,0,2,2,0.0,0,0.0,169,237.58787847867995,2,1.4142135623730951,0.0,0.0,2,0.0,2,0.0,2,1.2857142857142858,0.7559289460184544,1.5,0.7071067811865476,0.14285714285714285,0.5,213.42857142857142,849,,674.0,0,0,2023-01-08,2025-07-03,0,25.0,75.0
javaSnippets,50,47,2,1,1,0.5,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,24.5,33.23401871576773,25,32.526911934581186,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2018-06-02,2018-07-19,,,
SparkJavaExamples,1,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,2016-09-09,2016-09-09,,,
neow3j-examples-java,351,2616,9,6,3,0.3333333333333333,20,20,4,61,4,0,22,5,0.0,0.0,0,0,0.8181818181818182,0.3333333333333333,3,7,45.86894586894587,2,0.2222222222222222,651.1111111111111,894.8416681799698,39,51.91338940966964,0.3333333333333333,0.24206145913796356,9,0.11904761904761904,9,0.5721478765854411,9,1.85,0.6708203932499369,2.4,0.7539370349250519,0.2,3.05,2.95,145.5,,148.15573770491804,0,0,2018-12-14,2026-02-12,0,4.5584045584045585,94.58689458689459
unsafe-java-world,8,266,3,3,1,0.3333333333333333,2,,1,,1,0,,,0.0,,0,,,0.6666666666666666,1,2,75.0,1,0.3333333333333333,89.66666666666667,153.57517160444044,2.6666666666666665,2.886751345948129,0.6666666666666666,0.28867513459481287,3,0.3333333333333333,3,0.7777777777777778,3,2,0.0,,,0.5,,4,,,0,0,,2014-10-20,2015-07-13,,,
somecode,3,1,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,2,0,3,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2017-09-15,2017-09-17,,,
java-codebits-cellar,38,8,1,1,0,0.0,,5,,16,,,2,0,,0.0,,0,,0,1,0,100.0,1,1.0,9,0,38,0,1,0,1,0.0,1,0.0,1,,,1,0.0,,3.2,,736,,,,0,2016-01-23,2016-02-01,,,
auth0-full-stack-java-example,71,211,1,2,0,0.0,14,3,4,8,2,0,2,1,0.0,0.0,0,0,0.75,0,1,0,100.0,1,1.0,212,0,71,0,1,0,1,0.0,1,0.0,1,1.0714285714285714,0.2672612419124244,1.6666666666666667,0.5773502691896257,0.2857142857142857,2.6666666666666665,110.57142857142857,9,1,147.6875,0,0,2021-10-12,2022-05-11,0,0.0,100.0
opentelemetry-java-examples,928,1556,39,13,15,0.38461538461538464,,50,,151,,,48,25,,0.08,,0,0.9245283018867925,0.23481781376518218,4,35,84.59051724137932,4,0.10256410256410256,220.87179487179486,411.47917895058987,23.794871794871796,105.06042859811669,0.23481781376518218,0.18650965462368355,39,0.022030127293285188,39,0.5611791159749694,39,,,2.2,1.4285714285714286,,3.02,,145.54,,151.2185430463576,0,0,2021-11-12,2026-02-15,0,2.478448275862069,95.58189655172413
cloud-asset-erp-dataloading-using-java,7,1030,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,1031,0,7,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2019-10-30,2022-08-26,,,
java-design-patterns-1,27,272,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,273,0,27,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2017-07-09,2018-04-08,,,
opencv-test,8,5,2,1,2,1.0,,1,,0,,,0,0,,0.0,,0,,1.0,1,0,100.0,2,1.0,3.5,3.5355339059327378,4,4.242640687119285,1.0,0.0,2,0.0,2,1.0,2,,,1,0,,0,,3518,,,,0,2014-08-01,2014-08-07,,,
java-tutorial-project,4,10,1,2,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,11,0,4,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2022-05-23,2022-06-02,,,
janusgraph-java-example,6,509,1,1,1,1.0,,2,,3,,,2,1,,0.0,,0,,0,1,0,100.0,1,1.0,510,0,6,0,1,0,1,0.0,1,0.0,1,,,2,0.0,,1.5,,0,,,,0,2017-03-19,2018-08-10,,,
java-lessons-landfill,47,44,2,1,0,0.0,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,23,31.11269837220809,23.5,31.81980515339464,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2024-10-14,2024-11-27,,,
javafx-demodesktop-application,1,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,2025-11-20,2025-11-20,,,
Java-Demo-Application,155,65,2,1,0,0.0,1,,0,,0,0,,,0.0,,0,,,1.0,1,0,100.0,2,1.0,38.5,38.890872965260115,77.5,106.77312395916867,1.0,0.0,2,0.0,2,1.0,2,0,0,,,0,,1951,,,0,0,,2019-03-25,2019-05-30,,,
redisson-examples,24,2871,7,5,4,0.5714285714285714,7,22,6,33,4,0,18,4,0.0,0.045454545454545456,0,0,1.0,0.14285714285714285,4,7,0.0,0,0.0,499,849.2734149455836,3.4285714285714284,5.1269595556932455,0.14285714285714285,0.11501092655705904,7,0.009523809523809523,7,0.15873015873015872,7,1.4285714285714286,0.5345224838248488,1.6363636363636365,0.5810872031479765,0.8571428571428571,1.5,320.2857142857143,601.5909090909091,,119.21969696969697,0,0,2016-11-15,2024-09-25,0,20.833333333333336,70.83333333333334
JavaSamples,18,238,2,1,0,0.0,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,219,28.284271247461902,9,9.899494936611665,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2014-02-04,2014-10-01,,,
gemini-function-calling,14,10,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,11,0,14,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2024-05-17,2024-05-28,,,
spring-javafx-examples,41,360,2,2,1,0.5,,12,,20,,,12,2,,0.08333333333333333,,0,,1.0,1,0,100.0,2,1.0,302.5,68.58935777509511,20.5,13.435028842544403,1.0,0.0,2,0.0,2,1.0,2,,,2,1.1281521496355325,,1.6666666666666667,,1041,,,,0,2017-03-16,2018-03-12,,,
akka-java-examples,12,33,1,2,0,0.0,3,2,0,3,0,0,1,0,0.0,0.0,0,0,0.8333333333333334,0,1,0,100.0,1,1.0,34,0,12,0,1,0,1,0.0,1,0.0,1,1.3333333333333333,0.5773502691896257,2,0.0,0,1.5,90.33333333333333,1816.5,,28.166666666666668,0,0,2014-03-01,2014-04-03,0,0.0,0.0
MasteringJava,85,132,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,133,0,85,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2016-12-05,2017-04-16,,,
sendOTPSample-JAVA,1,0,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,2016-06-09,2016-06-09,,,
Java_Programming_Language,56,599,1,2,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,600,0,56,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2023-06-15,2025-02-04,,,
Defeat-JAVA,283,438,76,8,22,0.2894736842105263,124,44,54,109,26,3,43,2,0.0,0.022727272727272728,0,0,0.20833333333333334,1.0,1,0,100.0,76,1.0,7.605263157894737,50.213166652414564,3.723684210526316,13.773983867383734,1.0,0.0,76,0.0,76,1.0,76,1.9919354838709677,0.08980265101338746,2.6818181818181817,1.4268639750805485,0.43548387096774194,2.477272727272727,31.766129032258064,115.04545454545455,,73.63039415562352,0,0,2022-09-30,2023-12-13,0,13.074204946996467,42.75618374558304
Core-Java-Tutorial-Projects,4,0,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,1,0,4,0,,,,,,,,,,,,,,,,,,,,2019-11-26,2019-11-26,,,
grpc-by-example-java,130,1577,12,11,3,0.25,112,18,89,17,8,3,10,3,0.017857142857142856,0.0,0,0,0.9629629629629629,0.30303030303030304,2,11,20.76923076923077,1,0.08333333333333333,213.25,370.87271156263057,10.833333333333334,15.648603384289215,0.30303030303030304,0.22042010750300295,12,0.0803030303030303,12,0.5739383180172654,12,1.2410714285714286,0.4501358296361945,1.4444444444444444,0.6156987634551992,0.7946428571428571,0.9444444444444444,273.50892857142856,1740.2777777777778,,243.4375413086583,0,0,2016-05-16,2020-09-10,0,2.307692307692308,79.23076923076923
VeraDemoCircleCI,117,1155,4,3,1,0.25,,,,,,,,,,,,,,0.6666666666666666,1,1,93.16239316239316,3,0.75,286,570.0,29.25,44.02556075736003,0.6666666666666666,0.2721655269759087,4,0.16666666666666666,4,0.775,4,,,,,,,,,,,,,2019-05-15,2022-07-13,,,
GraphSearch,72,1173,2,2,1,0.5,2,,0,,0,0,,,0.0,,0,,,0,2,2,0.0,0,0.0,29.5,24.748737341529164,36,46.66904755831214,0.0,0.0,2,0.0,2,0.0,2,1,0.0,,,0,,0,,,0,0,,2015-12-31,2019-03-18,,,
day12-face-detection,2,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,2013-11-09,2013-11-09,,,
core-java-ref,3,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,3,0,,,,,,,,,,,,,,,,,,,,2023-02-13,2023-02-14,,,
potential-octo-chainsaw,22,39,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,40,0,22,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2025-03-17,2025-04-25,,,
ctrader-open-api-v2-java-example,31,2057,10,4,6,0.6,13,8,7,19,1,1,7,2,0.0,0.0,0,0,1.0,0.2222222222222222,4,10,0.0,0,0.0,396.6,805.9816926511971,3.1,3.2472210341220142,0.2222222222222222,0.11712139482105108,10,0.058333333333333334,10,0.26320346320346316,10,1.3846153846153846,0.7679476477883045,2,0.5345224838248488,0.5384615384615384,2.375,92.07692307692308,63.25,,751.9398496240601,0,0,2018-12-12,2024-07-31,0,45.16129032258064,48.38709677419355
feign-eureka,22,3700,7,5,4,0.5714285714285714,9,12,14,22,10,0,6,8,0.0,0.08333333333333333,0,0,1.0,0,7,7,0.0,0,0.0,263.42857142857144,491.34809695464617,3.142857142857143,2.7945525240230875,0.0,0.0,7,0.0,7,0.0,7,2,0.7071067811865476,2,1.2060453783110545,1.5555555555555556,1.8333333333333333,836.4444444444445,1734.8333333333333,,389.8571428571429,0,0,2015-01-07,2025-02-24,0,36.36363636363637,54.54545454545454
sleuth-issues,245,2407,12,8,3,0.25,182,1,50,0,14,0,0,0,0.0,0.0,0,0,0.3333333333333333,0.3787878787878788,2,8,66.53061224489795,4,0.3333333333333333,425.1666666666667,435.8051760995405,20.416666666666668,21.794320917211994,0.3787878787878788,0.20079980324123328,12,0.08181818181818182,12,0.5723589816043376,12,0.8681318681318682,0.570136965395424,1,0,0.27472527472527475,0,46.010989010989015,2856,,51.21,0,0,2018-04-20,2024-11-21,0,2.857142857142857,95.51020408163265
gs-accessing-data-jpa,272,4596,43,10,15,0.3488372093023256,57,27,55,42,40,1,11,5,0.017543859649122806,0.0,0,0,1.0,0.08748615725359911,5,43,0.0,0,0.0,187.93023255813952,414.18505154263255,6.325581395348837,17.57259897604731,0.08748615725359911,0.0682831498221321,43,0.018745104394565542,43,0.21715950396120207,43,1.6666666666666667,0.8728715609439694,2.1481481481481484,1.0267088458424103,0.9649122807017544,1.5555555555555556,73.75438596491227,731.5555555555555,,302.2309523809524,0,0,2013-07-10,2026-02-09,0,16.544117647058822,77.94117647058823
gs-accessing-data-mongodb,251,4598,29,10,13,0.4482758620689655,33,23,27,50,12,0,12,18,0.0,0.08695652173913043,0,0,1.0,0.09359605911330049,9,29,0.0,0,0.0,206.24137931034483,418.1178623283506,8.655172413793103,21.739161276482726,0.09359605911330049,0.0855939807848482,29,0.029009304871373837,29,0.21765670140833693,29,1.4848484848484849,0.8337120351630757,2.869565217391304,4.424152182016829,0.8181818181818182,2.1739130434782608,65.84848484848484,722.2173913043479,,195.1511111111111,0,0,2013-07-11,2026-02-12,0,19.52191235059761,84.06374501992032
