repo_name,total_design_smells,total_impl_smells,total_code_smells,God_Class,Feature_Envy,Unutilized_Abstraction,Deficient_Encapsulation,Unexploited_Encapsulation,Multifaceted_Abstraction,Insufficient_Modularization,Hub_Like_Modularization,Cyclically_Dependent_Modularization,Broken_Hierarchy,Rebellious_Hierarchy,Missing_Hierarchy,Wide_Hierarchy,Deep_Hierarchy,Long_Method,Complex_Method,Long_Parameter_List,Magic_Number,Duplicate_Code,Empty_Catch_Clause,Long_Statement,Long_Identifier,Missing_Default,Complex_Conditional,num_classes,num_methods,total_LOC,mean_LOC,median_LOC,mean_WMC,mean_NOM,mean_FANIN,mean_FANOUT,mean_LCOM,mean_DIT,mean_method_LOC,mean_CC,max_CC,smell_density,CommitCount,DaysActive,AuthorCount,TimezoneCount,NumberPRs,NumberIssues,BusFactorNumber,commitCentrality_Density,commitCentrality_Community Count,commitCentrality_NumberHighCentralityAuthors,PRParticipantsCount_mean,IssueParticipantCount_mean,IssueCommentsCount_mean,AuthorCommitCount_mean,AuthorActiveDays_mean,commitCentrality_Centrality_mean,lone_wolf,radio_silence,org_silo,dataset_version
data-engineering-for-aws-immersion-day,5,12,17,0,0,2,1,,,,,,,,,,,0,0,1,5,0,,,,,,,,,,,,,,,,,,,,,119,2301,11,6,31.0,13.0,0.9545454545454546,0.2909090909090909,3.0,1.0,1.7096774193548387,2.1538461538461537,1.8461538461538465,10.818181818181818,409.1818181818182,0.2909090909090909,1,0,1,V1
integration-sample-lambda-msk,1,21,22,0,0,1,0,,,,,,,,,,,0,0,0,12,0,,,,,,,,,,,,,,,,,,,,,43,1734,10,6,20.0,2.0,1.0,0.2,3.0,0.0,1.2,2.0,1.5,4.3,194.6,0.1999999999999999,1,0,1,V1
reactive-refarch-cloudformation,8,18,26,0,0,5,1,,,,,,,,,,,0,0,1,9,0,,,,,,,,,,,,,,,,,,,,,130,2370,8,5,23.0,2.0,0.5,0.4642857142857143,3.0,4.0,1.3478260869565215,2.0,2.5,16.25,549.25,0.4642857142857142,0,0,0,V1
java-demoapp,10,13,23,0,0,10,0,,,,,,,,,,,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,39,620,1,2,2.0,1.0,0.75,0.0,1.0,1.0,2.0,1.0,0.0,39.0,621.0,1.0,0,0,0,V1
upacademyJavaStarterExamples,216,150,366,0,0,157,12,,,,,,,,,,,0,6,4,128,0,,,,,,,,,,,,,,,,,,,,,23,46,2,1,,,,1.0,1.0,2.0,,,,11.5,35.0,1.0,0,1,0,V1
cleanarch,37,44,81,0,0,35,0,,,,,,,,,,,0,0,3,15,0,,,,,,,,,,,,,,,,,,,,,8,339,2,2,1.0,3.0,0.6,1.0,1.0,2.0,2.0,2.0,1.3333333333333333,4.0,170.5,1.0,0,0,0,V1
Java-Learning,1,5,6,0,0,1,0,,,,,,,,,,,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,87,2160,3,2,14.0,8.0,0.9473684210526316,0.6666666666666666,1.0,1.0,1.5714285714285714,2.0,1.75,29.0,725.3333333333334,0.6666666666666666,1,0,0,V1
JavaSampleCodeIS2104,52,78,130,0,0,52,0,,,,,,,,,,,0,2,0,71,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,,,,,,,,,,1.0,1.0,,0,1,0,V1
java-tensorflow-samples,19,94,113,0,0,16,1,,,,,,,,,,,0,2,0,79,0,,,,,,,,,,,,,,,,,,,,,29,29,1,1,,,,0.0,1.0,1.0,,,,29.0,30.0,1.0,0,1,0,V1
azurejava,2,1,3,0,0,2,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,0,2,1,,,,,,,,,,1.0,1.0,,0,1,0,V1
java-code-demo,14,38,52,0,0,13,0,,,,,,,,,,,0,0,0,28,0,,,,,,,,,,,,,,,,,,,,,42,420,3,1,1.0,1.0,-0.5,1.0,1.0,3.0,0.0,2.0,1.0,14.0,141.0,1.0,0,0,0,V1
olami-nlu-samples-java,19,277,296,0,0,5,6,,,,,,,,,,,2,9,3,225,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,,,,,,,,,,2.0,1.0,,0,1,0,V1
htm.java-examples,16,328,344,0,0,10,1,,,,,,,,,,,0,6,4,297,0,,,,,,,,,,,,,,,,,,,,,58,388,5,5,,,,0.5,2.0,1.0,,,,11.6,89.8,0.5,0,1,0,V1
OpenPgp-BounceCastle-Example,1,15,16,0,0,1,0,,,,,,,,,,,0,1,3,2,0,,,,,,,,,,,,,,,,,,,,,6,1166,2,2,1.0,6.0,0.75,1.0,1.0,2.0,1.0,1.6666666666666667,1.0,3.0,584.0,1.0,0,0,0,V1
pe-solutions-in-java,5,45,50,0,0,4,0,,,,,,,,,,,0,0,0,44,0,,,,,,,,,,,,,,,,,,,,,24,87,2,2,4.0,,,1.0,1.0,2.0,2.0,,,12.0,48.0,1.0,0,0,0,V1
gs-testing-web,8,1,9,0,0,8,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,0,2,1,,,,,,,,,,1.5,1.0,,0,1,0,V1
Dr.Know,2,5,7,0,0,2,0,,,,,,,,,,,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,18,2,2,1,,,,1.0,1.0,2.0,,,,9.0,2.0,1.0,0,1,0,V1
CoreJava,136,564,700,0,0,119,1,,,,,,,,,,,3,14,0,498,0,,,,,,,,,,,,,,,,,,,,,17,1184,2,1,,3.0,,1.0,1.0,2.0,,1.0,0.0,8.5,644.5,1.0,0,0,0,V1
testcontainers.testcontainers-java-examples,25,19,44,0,0,12,9,,,,,,,,,,,0,0,0,14,0,,,,,,,,,,,,,,,,,,,,,32,940,6,8,9.0,5.0,0.9090909090909092,0.4,3.0,1.0,2.0,1.4,2.4,5.333333333333333,208.83333333333331,0.4,1,0,0,V1
Java-Tutorial,3,16,19,0,0,3,0,,,,,,,,,,,0,2,0,14,0,,,,,,,,,,,,,,,,,,,,,151,2588,5,2,29.0,10.0,0.9285714285714286,0.4,1.0,1.0,0.4137931034482758,1.6,0.9,30.2,518.6,0.4,1,0,0,V1
javademos,35,60,95,0,0,31,0,,,,,,,,,,,0,0,1,57,0,,,,,,,,,,,,,,,,,,,,,117,1405,2,3,1.0,,,1.0,1.0,2.0,2.0,,,58.5,703.5,1.0,0,0,0,V1
basyx-java-examples,261,336,597,0,0,189,32,,,,,,,,,,,0,2,47,88,0,,,,,,,,,,,,,,,,,,,,,281,860,16,3,209.0,7.0,0.8333333333333334,0.35,3.0,3.0,0.9952153110047848,2.142857142857143,3.4285714285714284,17.5625,171.875,0.35,0,0,0,V1
weatherApp,5,20,25,0,0,4,1,,,,,,,,,,,0,1,1,16,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,,,,,,,,,,1.0,1.0,,0,1,0,V1
item-manager,4,3,7,0,0,3,0,,,,,,,,,,,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,4,90,1,2,,,,0.0,1.0,1.0,,,,4.0,91.0,1.0,0,1,0,V1
elasticsearch,6,13,19,0,0,4,0,,,,,,,,,,,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,60912,4252,1842,26,,,,,,,,,,33.068403908794785,191.74049945711184,,0,1,0,V1
on_the_road_java,89,57,146,0,0,66,12,,,,,,,,,,,0,0,0,51,0,,,,,,,,,,,,,,,,,,,,,43,248,1,2,,,,0.0,1.0,1.0,,,,43.0,249.0,1.0,0,1,0,V1
cqrs-lottery,97,105,202,0,0,54,7,,,,,,,,,,,0,0,4,32,0,,,,,,,,,,,,,,,,,,,,,18,29,1,1,,,,0.0,1.0,1.0,,,,18.0,30.0,1.0,0,1,0,V1
RxJavaDemoApplication,27,85,112,0,0,9,15,,,,,,,,,,,0,1,3,64,0,,,,,,,,,,,,,,,,,,,,,5,147,1,1,,,,0.0,1.0,1.0,,,,5.0,148.0,1.0,0,1,0,V1
java-tuto-1,38,65,103,0,0,38,0,,,,,,,,,,,0,0,0,58,0,,,,,,,,,,,,,,,,,,,,,18,490,2,2,,,,1.0,1.0,2.0,,,,9.0,251.5,1.0,0,1,0,V1
spark-cassandra-java-example,1,31,32,0,0,0,0,,,,,,,,,,,0,0,0,23,0,,,,,,,,,,,,,,,,,,,,,5,19,2,1,,1.0,,1.0,1.0,2.0,,1.0,0.0,2.5,10.5,1.0,0,0,0,V1
solent2Public,1908,1803,3711,0,0,1683,111,,,,,,,,,,,3,80,41,1229,0,,,,,,,,,,,,,,,,,,,,,733,1181,7,2,29.0,12.0,0.1666666666666666,0.7142857142857143,1.0,5.0,1.0344827586206895,1.0,0.0,104.71428571428572,499.57142857142856,0.7142857142857143,0,0,0,V1
bazel-java,18,15,33,0,0,12,5,,,,,,,,,,,0,0,0,11,0,,,,,,,,,,,,,,,,,,,,,52,2755,2,2,1.0,1.0,0.3333333333333333,1.0,1.0,2.0,1.0,2.0,3.0,26.0,1378.5,1.0,0,0,0,V1
java-hospital-patients-registry,5,5,10,0,0,3,1,,,,,,,,,,,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,13,91,2,1,,,,1.0,1.0,2.0,,,,6.5,46.5,1.0,0,1,0,V1
tutorial,39,14,53,0,0,38,0,,,,,,,,,,,0,0,2,6,0,,,,,,,,,,,,,,,,,,,,,208,1670,4,2,15.0,1.0,-0.5,0.6666666666666666,1.0,3.0,0.8,2.0,29.0,52.0,967.75,0.6666666666666666,0,0,0,V1
jnao-example,86,259,345,0,0,40,17,,,,,,,,,,,3,10,3,216,0,,,,,,,,,,,,,,,,,,,,,38,38,3,3,,1.0,,1.0,1.0,3.0,,2.0,8.0,12.666666666666666,14.0,1.0,0,0,0,V1
Java-Samples,14,1,15,0,0,14,0,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,368,4248,29,12,1641.0,103.0,1.0,0.1477832512315271,7.0,0.0,3.271785496648385,2.349514563106796,1.7766990291262137,12.689655172413794,237.44827586206893,0.147783251231527,1,0,1,V1
graphql-java-examples,35,31,66,0,0,32,1,,,,,,,,,,,0,0,2,12,0,,,,,,,,,,,,,,,,,,,,,54,1566,8,3,43.0,3.0,0.5,0.6071428571428571,2.0,6.0,0.5116279069767442,1.6666666666666667,0.6666666666666666,6.75,230.375,0.6071428571428571,0,0,0,V1
grpc-java,2,1,3,0,0,2,0,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,7022,4052,463,17,,,0.0,0.0659822538872215,3.0,3.0,,,,15.166306695464362,205.34341252699784,0.0659822538872215,0,1,1,V1
gst1-java-examples,35,272,307,0,0,31,0,,,,,,,,,,,4,3,3,223,0,,,,,,,,,,,,,,,,,,,,,49,2538,5,5,15.0,9.0,0.9411764705882352,0.3,2.0,1.0,1.3333333333333333,2.555555555555556,3.4444444444444446,9.8,388.6,0.3,1,0,0,V1
JavaProject1,1,0,1,0,0,1,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,,,,,,,,,,1.0,1.0,,0,1,0,V1
JavaTutorial,1,1,2,0,0,1,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,190,2066,9,1,12.0,38.0,0.9777777777777776,0.3888888888888889,3.0,1.0,1.6666666666666667,1.763157894736842,1.2894736842105263,21.11111111111111,230.55555555555557,0.3888888888888889,1,0,0,V1
msa-ddd-eventsourcing,68,26,94,0,0,56,0,,,,,,,,,,,0,0,12,2,0,,,,,,,,,,,,,,,,,,,,,70,60,6,1,18.0,6.0,-0.2,1.0,1.0,6.0,1.1666666666666667,1.5,1.0,11.666666666666666,15.666666666666666,1.0,0,0,0,V1
JavaSamplesCode,5,8,13,0,0,5,0,,,,,,,,,,,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,0.0,1.0,1.0,,,,2.0,2.0,1.0,0,1,0,V1
SpringBoot-Java-Demo-application,6,4,10,0,0,5,1,,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,3,0,1,1,,,,,,,,,,3.0,1.0,,0,1,0,V1
javaplays-alchemyapi,12,2,14,0,0,12,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,8,35,2,2,,,,1.0,1.0,2.0,,,,4.0,16.5,1.0,0,1,0,V1
stock-trading-with-java-isc1128,32,195,227,0,0,25,2,,,,,,,,,,,0,16,24,98,0,,,,,,,,,,,,,,,,,,,,,43,303,5,2,12.0,1.0,0.8333333333333334,0.6,2.0,1.0,2.1666666666666665,1.0,0.0,8.6,110.6,0.6,0,0,0,V1
JavaWithMosh,2,11,13,0,0,2,0,,,,,,,,,,,0,0,0,10,0,,,,,,,,,,,,,,,,,,,,,10,7,1,1,,,,0.0,1.0,1.0,,,,10.0,8.0,1.0,0,1,0,V1
TA-Lib-Java-Examples,4,0,4,0,0,2,2,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,1302,3,2,1.0,3.0,0.75,0.6666666666666666,1.0,1.0,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,435.0,0.6666666666666666,0,0,0,V1
oracle-spatial-visualizer-demo,2,9,11,0,0,2,0,,,,,,,,,,,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,5,0,1,1,,,,,,,,,,5.0,1.0,,0,1,0,V1
javazuki-sample-codes,8,7,15,0,0,6,1,,,,,,,,,,,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,10,209,2,1,,,,1.0,1.0,2.0,,,,5.0,105.5,1.0,0,1,0,V1
encog-java-examples,106,760,866,0,0,32,64,,,,,,,,,,,0,10,7,700,0,,,,,,,,,,,,,,,,,,,,,732,3333,9,4,4.0,,,0.2777777777777778,3.0,1.0,1.5,,,81.33333333333333,512.6666666666666,0.2777777777777778,0,0,1,V1
java-ort-example-yolov5,8,84,92,0,0,5,1,,,,,,,,,,,0,0,6,77,0,,,,,,,,,,,,,,,,,,,,,11,238,4,1,3.0,8.0,0.5714285714285714,0.5,2.0,3.0,1.0,2.0,3.25,2.75,28.25,0.5,0,0,0,V1
javafx-examples,11,49,60,0,0,11,0,,,,,,,,,,,0,0,0,47,0,,,,,,,,,,,,,,,,,,,,,100,78,4,3,9.0,5.0,0.7142857142857143,1.0,1.0,4.0,1.8888888888888888,1.8,2.0,25.0,20.75,1.0,0,0,0,V1
Java-Code-Samples,10,9,19,0,0,10,0,,,,,,,,,,,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,14,94,3,3,,,,0.3333333333333333,2.0,0.0,,,,4.666666666666667,1.0,0.3333333333333333,0,1,0,V1
gitstafette-explorer,2,1,3,0,0,2,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,177,1,2,,,,0.0,1.0,1.0,,,,5.0,178.0,1.0,0,1,0,V1
JavaTutorialProject,6,11,17,0,0,6,0,,,,,,,,,,,0,0,0,11,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,,,,,,,,,,1.0,1.0,,0,1,0,V1
alfresco-api-java-examples,93,13,106,0,0,26,30,,,,,,,,,,,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,17,1325,2,4,2.0,5.0,0.5,1.0,1.0,2.0,1.5,1.0,0.0,8.5,663.5,1.0,0,0,0,V1
play-demo-twitbookplus,12,10,22,0,0,6,5,,,,,,,,,,,0,0,2,5,0,,,,,,,,,,,,,,,,,,,,,7,0,1,1,,,,,,,,,,7.0,1.0,,0,1,0,V1
java-clean-architecture-example,290,488,778,0,0,211,3,,,,,,,,,,,0,2,5,299,0,,,,,,,,,,,,,,,,,,,,,132,284,1,1,4.0,,,0.0,1.0,1.0,0.75,,,132.0,285.0,1.0,0,0,0,V1
HapiFhirClientDemo,1,2,3,0,0,1,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,8,1603,3,2,2.0,,,0.3333333333333333,2.0,0.0,0.0,,,2.6666666666666665,34.333333333333336,0.3333333333333333,0,0,0,V1
HapiFhirServiceDemo,4,8,12,0,0,3,1,,,,,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,4,2,1,1,,,,0.0,1.0,1.0,,,,4.0,3.0,1.0,0,1,0,V1
java-coding-practice,1,67,68,0,0,1,0,,,,,,,,,,,0,1,0,65,0,,,,,,,,,,,,,,,,,,,,,42,370,3,1,21.0,,,1.0,1.0,3.0,1.9523809523809523,,,14.0,247.66666666666663,1.0,0,0,0,V1
JavaRepository,2,4,6,0,0,2,0,,,,,,,,,,,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,1664,187,20,3,1270.0,,,0.9315789473684212,2.0,19.0,1.8913385826771651,,,83.2,54.4,0.9315789473684212,0,0,0,V1
javaRepo,12,19,31,0,0,12,0,,,,,,,,,,,0,0,0,18,0,,,,,,,,,,,,,,,,,,,,,29,551,3,4,2.0,,,0.6666666666666666,1.0,1.0,1.0,,,9.666666666666666,186.66666666666663,0.6666666666666666,0,0,0,V1
JavaBasicTutorial,12,92,104,0,0,12,0,,,,,,,,,,,0,0,0,92,0,,,,,,,,,,,,,,,,,,,,,9,45,1,1,,,,0.0,1.0,1.0,,,,9.0,46.0,1.0,0,1,0,V1
Java-Appium-Master,1,0,1,0,0,1,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,0,2,1,,,,,,,,,,1.5,1.0,,0,1,0,V1
pit-example,1,2,3,0,0,1,0,,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,8,1715,2,3,2.0,,,1.0,1.0,2.0,1.5,,,4.0,858.5,1.0,0,0,0,V1
java-demo,0,3,3,0,0,0,0,,,,,,,,,,,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,143,2022,10,2,6.0,7.0,1.0,0.2222222222222222,3.0,0.0,0.8333333333333334,1.5714285714285714,1.7142857142857142,14.3,394.4,0.2222222222222222,1,0,1,V1
Core-Java---Madhura-Anturkar,402,861,1263,0,0,359,21,,,,,,,,,,,0,12,21,744,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,,,,,,,,,,2.0,1.0,,0,1,0,V1
MyJavaTutorialProject,13,100,113,0,0,8,2,,,,,,,,,,,0,2,1,95,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,,,,,,,,,,2.0,1.0,,0,1,0,V1
hazelcast-test,3,4,7,0,0,3,0,,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,2,0,1,1,,,,,,,,,,2.0,1.0,,0,1,0,V1
javaboy-code-samples,632,488,1120,0,0,551,26,,,,,,,,,,,0,5,2,275,0,,,,,,,,,,,,,,,,,,,,,104,1465,1,1,43.0,7.0,0.9090909090909092,0.0,1.0,1.0,0.0,1.7142857142857142,0.8571428571428571,104.0,1466.0,1.0,1,0,0,V1
levelup-java-examples,389,1944,2333,0,0,381,3,,,,,,,,,,,0,8,2,1756,0,,,,,,,,,,,,,,,,,,,,,592,955,2,4,37.0,1.0,0.6666666666666666,1.0,1.0,2.0,0.1351351351351351,2.0,2.0,296.0,478.5,1.0,0,0,0,V1
api,47,16,63,0,0,38,6,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,64,664,5,2,17.0,33.0,0.9782608695652174,0.4,2.0,1.0,2.411764705882353,2.121212121212121,2.212121212121212,12.8,229.8,0.4,1,0,0,V1
kafka-producer-consumer-java-example,1,7,8,0,0,1,0,,,,,,,,,,,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,4,16,2,2,,,,1.0,1.0,2.0,,,,2.0,9.0,1.0,0,1,0,V1
tensorflow-java,3,11,14,0,0,3,0,,,,,,,,,,,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,20,739,1,2,,2.0,,0.0,1.0,1.0,,2.0,2.5,20.0,740.0,1.0,0,0,0,V1
Nick_JavaSampleCode,30,113,143,0,0,29,0,,,,,,,,,,,0,0,0,106,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,,,,,,,,,,1.0,1.0,,0,1,0,V1
old_java_code,16,42,58,0,0,10,5,,,,,,,,,,,0,0,0,28,0,,,,,,,,,,,,,,,,,,,,,3,4,1,1,,,,0.0,1.0,1.0,,,,3.0,5.0,1.0,0,1,0,V1
gs-rest-service-cors,4,2,6,0,0,4,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,128,1932,13,10,,,,0.2307692307692307,3.0,1.0,,,,9.846153846153848,222.30769230769232,0.2307692307692307,0,1,1,V1
azure-cafe,2,7,9,0,0,2,0,,,,,,,,,,,0,1,0,3,0,,,,,,,,,,,,,,,,,,,,,282,2100,4,5,7.0,,,0.5,2.0,2.0,0.8571428571428571,,,70.5,945.5,0.5,0,0,0,V1
sleuth-documentation-apps,11,37,48,0,0,11,0,,,,,,,,,,,0,0,1,34,0,,,,,,,,,,,,,,,,,,,,,6,21,1,1,,,,0.0,1.0,1.0,,,,6.0,22.0,1.0,0,1,0,V1
the-legacy-app,17,13,30,0,0,13,0,,,,,,,,,,,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,17,283,3,2,1.0,,,1.0,1.0,3.0,2.0,,,5.666666666666667,95.33333333333331,1.0,0,0,0,V1
effective-java-examples,87,168,255,0,0,65,9,,,,,,,,,,,0,0,2,162,0,,,,,,,,,,,,,,,,,,,,,7,1718,2,2,3.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,4.0,3.5,294.0,0.0,1,0,0,V1
clean-architecture-example,53,169,222,0,0,39,7,,,,,,,,,,,0,0,4,50,0,,,,,,,,,,,,,,,,,,,,,125,44,3,2,4.0,10.0,0.8421052631578947,1.0,1.0,3.0,1.5,1.8,1.6,41.66666666666666,37.0,1.0,0,0,0,V1
RssDigesterWithCouchbase,3,5,8,0,0,3,0,,,,,,,,,,,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,9,0,2,1,,,,,,,,,,4.5,1.0,,0,1,0,V1
appium-java-examples,20,79,99,0,0,14,1,,,,,,,,,,,0,0,0,49,0,,,,,,,,,,,,,,,,,,,,,23,1024,1,2,21.0,24.0,0.5,0.0,1.0,1.0,1.0,1.0,0.1666666666666666,23.0,1025.0,1.0,0,0,0,V1
solid,32,8,40,0,0,26,0,,,,,,,,,,,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,23,1,1,1,2.0,10.0,0.9166666666666666,0.0,1.0,1.0,1.0,1.1,0.1,23.0,2.0,1.0,1,0,0,V1
sdacademy-examples,222,396,618,0,0,204,0,,,,,,,,,,,1,1,1,332,0,,,,,,,,,,,,,,,,,,,,,234,666,4,2,16.0,,,1.0,1.0,4.0,0.5,,,58.5,173.25,1.0,0,0,0,V1
JavaSampleCode,65,118,183,0,0,59,2,,,,,,,,,,,0,1,0,114,0,,,,,,,,,,,,,,,,,,,,,17,90,3,1,,,,1.0,1.0,3.0,,,,5.666666666666667,31.0,1.0,0,1,0,V1
graphql-examples,44,14,58,0,0,28,0,,,,,,,,,,,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,5,1,1,1,,,,0.0,1.0,1.0,,,,5.0,2.0,1.0,0,1,0,V1
deadbolt-2-java-examples,22,7,29,0,0,19,3,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,47,1217,5,3,3.0,5.0,1.0,0.4,2.0,0.0,1.3333333333333333,1.6,1.6,9.4,205.4,0.4,1,0,0,V1
Core-Java,432,1822,2254,0,0,396,5,,,,,,,,,,,0,9,13,1663,0,,,,,,,,,,,,,,,,,,,,,132,1513,1,1,5.0,4.0,0.75,0.0,1.0,1.0,0.0,1.0,0.25,132.0,1514.0,1.0,0,0,0,V1
cap-java-bookstore-app,1,0,1,0,0,1,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,13,1,1,,,,0.0,1.0,1.0,,,,5.0,14.0,1.0,0,1,0,V1
Java_Tutorials-Projects,69,670,739,0,0,62,1,,,,,,,,,,,2,12,1,623,0,,,,,,,,,,,,,,,,,,,,,6,16,1,1,,,,0.0,1.0,1.0,,,,6.0,17.0,1.0,0,1,0,V1
JavaApp,13,3,16,0,0,5,0,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,33,1841,5,2,,,,0.2,3.0,0.0,,,,6.6,84.6,0.2,0,1,1,V1
JavaExamplesInterviewQuestions,18,28,46,0,0,18,0,,,,,,,,,,,0,0,0,25,0,,,,,,,,,,,,,,,,,,,,,22,0,2,1,,,,,,,,,,11.0,1.0,,0,1,0,V1
JavaCode,10,7,17,0,0,9,0,,,,,,,,,,,0,0,0,7,0,,,,,,,,,,,,,,,,,,,,,4,907,2,1,7.0,2.0,1.0,0.0,2.0,0.0,1.2857142857142858,1.5,0.5,2.0,169.0,0.0,1,0,0,V1
JavaSnippets,1,1,2,0,0,1,0,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,50,47,2,1,,,,1.0,1.0,2.0,,,,25.0,24.5,1.0,0,1,0,V1
SparkJavaExamples,5,82,87,0,0,5,0,,,,,,,,,,,0,0,0,70,0,,,,,,,,,,,,,,,,,,,,,1,0,1,1,,,,,,,,,,1.0,1.0,,0,1,0,V1
neow3j-examples-java,51,59,110,0,0,46,5,,,,,,,,,,,0,4,3,20,0,,,,,,,,,,,,,,,,,,,,,351,2616,9,6,20.0,20.0,0.8181818181818182,0.3333333333333333,3.0,2.0,1.85,2.4,3.05,39.0,651.1111111111111,0.3333333333333333,0,0,0,V1
unsafe-java-world,8,30,38,0,0,4,3,,,,,,,,,,,0,0,0,24,0,,,,,,,,,,,,,,,,,,,,,8,266,3,3,2.0,,,0.6666666666666666,1.0,1.0,2.0,,,2.6666666666666665,89.66666666666667,0.6666666666666666,0,0,0,V1
SomeCode,6,5,11,0,0,4,0,,,,,,,,,,,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,3,1,1,1,,,,0.0,1.0,1.0,,,,3.0,2.0,1.0,0,1,0,V1
java-codebits-cellar,40,53,93,0,0,25,4,,,,,,,,,,,0,0,0,49,0,,,,,,,,,,,,,,,,,,,,,38,8,1,1,,5.0,,0.0,1.0,1.0,,1.0,3.2,38.0,9.0,1.0,0,0,0,V1
auth0-full-stack-java-example,76,197,273,0,0,58,6,,,,,,,,,,,0,3,2,21,0,,,,,,,,,,,,,,,,,,,,,71,211,1,2,14.0,3.0,0.75,0.0,1.0,1.0,1.0714285714285714,1.6666666666666667,2.6666666666666665,71.0,212.0,1.0,0,0,0,V1
opentelemetry-java-examples,92,257,349,0,0,88,3,,,,,,,,,,,0,0,3,136,0,,,,,,,,,,,,,,,,,,,,,928,1556,39,13,,50.0,0.9245283018867924,0.2348178137651821,4.0,4.0,,2.2,3.02,23.7948717948718,220.8717948717949,0.2348178137651821,1,0,1,V1
cloud-asset-erp-dataloading-using-java,2,9,11,0,0,2,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7,1030,1,1,,,,0.0,1.0,1.0,,,,7.0,1031.0,1.0,0,1,0,V1
java-design-patterns-1,91,39,130,0,0,62,6,,,,,,,,,,,0,0,0,33,0,,,,,,,,,,,,,,,,,,,,,27,272,1,1,,,,0.0,1.0,1.0,,,,27.0,273.0,1.0,0,1,0,V1
opencv-test,7,28,35,0,0,5,0,,,,,,,,,,,0,2,0,19,0,,,,,,,,,,,,,,,,,,,,,8,5,2,1,,1.0,,1.0,1.0,2.0,,1.0,0.0,4.0,3.5,1.0,0,0,0,V1
java-tutorial-project,6,2,8,0,0,5,0,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,10,1,2,,,,0.0,1.0,1.0,,,,4.0,11.0,1.0,0,1,0,V1
